imagefile,id,category,feature,avg-x-r,avg-y-r,xmod,ymod,x,y
LLD JPG all/L (16)_Page_09_Image_0001.jpg,21,text-emphasis,caps,494,1876,1.004728132,1.005025126,496,1885
LLD JPG all/L (16)_Page_09_Image_0001.jpg,20,text-emphasis,caps,277,1870,1.004728132,1.005025126,278,1879
LLD JPG all/L (16)_Page_09_Image_0001.jpg,22,text-emphasis,caps,893,1866,1.004728132,1.005025126,897,1875
LLD JPG all/L (16)_Page_09_Image_0001.jpg,19,text-emphasis,caps,1157,1794,1.004728132,1.005025126,1162,1803
LLD JPG all/L (16)_Page_09_Image_0001.jpg,18,text-emphasis,caps,925,1794,1.004728132,1.005025126,929,1803
LLD JPG all/L (16)_Page_09_Image_0001.jpg,17,text-emphasis,caps,484,1788,1.004728132,1.005025126,486,1797
LLD JPG all/L (16)_Page_09_Image_0001.jpg,16,text-emphasis,italic,522,1713,1.004728132,1.005025126,524,1722
LLD JPG all/L (16)_Page_09_Image_0001.jpg,15,text-emphasis,italic,842,1376,1.004728132,1.005025126,846,1383
LLD JPG all/L (16)_Page_09_Image_0001.jpg,14,text-emphasis,caps,1296,1264,1.004728132,1.005025126,1302,1270
LLD JPG all/L (16)_Page_09_Image_0001.jpg,13,text-emphasis,caps,302,1259,1.004728132,1.005025126,303,1265
LLD JPG all/L (16)_Page_09_Image_0001.jpg,12,text-emphasis,caps,1051,1191,1.004728132,1.005025126,1056,1197
LLD JPG all/L (16)_Page_09_Image_0001.jpg,11,text-emphasis,caps,795,1177,1.004728132,1.005025126,799,1183
LLD JPG all/L (16)_Page_09_Image_0001.jpg,10,text-emphasis,caps,455,1118,1.004728132,1.005025126,457,1124
LLD JPG all/L (16)_Page_09_Image_0001.jpg,1,graphic,list,324,1085,1.004728132,1.005025126,326,1090
LLD JPG all/L (16)_Page_09_Image_0001.jpg,9,text-emphasis,caps,551,877,1.004728132,1.005025126,554,881
LLD JPG all/L (16)_Page_09_Image_0001.jpg,8,text-emphasis,align/justify,919,700,1.004728132,1.005025126,923,704
LLD JPG all/L (16)_Page_09_Image_0001.jpg,7,text-emphasis,b/u/c,795,700,1.004728132,1.005025126,799,704
LLD JPG all/L (16)_Page_09_Image_0001.jpg,6,text-emphasis,italic,1076,536,1.004728132,1.005025126,1081,539
LLD JPG all/L (16)_Page_09_Image_0001.jpg,5,text-emphasis,italic,813,490,1.004728132,1.005025126,817,492
LLD JPG all/L (16)_Page_09_Image_0001.jpg,4,text-emphasis,italic,687,370,1.004728132,1.005025126,690,372
LLD JPG all/L (16)_Page_09_Image_0001.jpg,3,text-emphasis,italic,242,218,1.004728132,1.005025126,243,219
LLD JPG all/L (16)_Page_10_Image_0001.jpg,2,graphic,footer,840,2040,1.004728132,1.005025126,844,2050
LLD JPG all/L (16)_Page_10_Image_0001.jpg,26,text-emphasis,italic,1114,1751,1.004728132,1.005025126,1119,1760
LLD JPG all/L (16)_Page_10_Image_0001.jpg,25,text-emphasis,italic,426,1748,1.004728132,1.005025126,428,1757
LLD JPG all/L (16)_Page_10_Image_0001.jpg,24,text-emphasis,italic,637,1591,1.004728132,1.005025126,640,1599
LLD JPG all/L (16)_Page_10_Image_0001.jpg,23,text-emphasis,italic,990,1465,1.004728132,1.005025126,995,1472
LLD JPG all/L (16)_Page_10_Image_0001.jpg,22,text-emphasis,caps,1098,1463,1.004728132,1.005025126,1103,1470
LLD JPG all/L (16)_Page_10_Image_0001.jpg,21,text-emphasis,caps,286,1461,1.004728132,1.005025126,287,1468
LLD JPG all/L (16)_Page_10_Image_0001.jpg,20,text-emphasis,caps,923,1378,1.004728132,1.005025126,927,1385
LLD JPG all/L (16)_Page_10_Image_0001.jpg,19,text-emphasis,caps,663,1376,1.004728132,1.005025126,666,1383
LLD JPG all/L (16)_Page_10_Image_0001.jpg,16,text-emphasis,caps,607,1301,1.004728132,1.005025126,610,1308
LLD JPG all/L (16)_Page_10_Image_0001.jpg,18,text-emphasis,caps,841,1287,1.004728132,1.005025126,845,1293
LLD JPG all/L (16)_Page_10_Image_0001.jpg,17,text-emphasis,italic,757,1287,1.004728132,1.005025126,761,1293
LLD JPG all/L (16)_Page_10_Image_0001.jpg,15,text-emphasis,caps,260,1211,1.004728132,1.005025126,261,1217
LLD JPG all/L (16)_Page_10_Image_0001.jpg,14,text-emphasis,caps,1134,1142,1.004728132,1.005025126,1139,1148
LLD JPG all/L (16)_Page_10_Image_0001.jpg,13,text-emphasis,caps,925,1078,1.004728132,1.005025126,929,1083
LLD JPG all/L (16)_Page_10_Image_0001.jpg,12,text-emphasis,caps,462,1067,1.004728132,1.005025126,464,1072
LLD JPG all/L (16)_Page_10_Image_0001.jpg,10,text-emphasis,italic,854,991,1.004728132,1.005025126,858,996
LLD JPG all/L (16)_Page_10_Image_0001.jpg,11,text-emphasis,caps,972,985,1.004728132,1.005025126,977,990
LLD JPG all/L (16)_Page_10_Image_0001.jpg,8,text-emphasis,caps,449,915,1.004728132,1.005025126,451,920
LLD JPG all/L (16)_Page_10_Image_0001.jpg,1,graphic,list,318,904,1.004728132,1.005025126,320,909
LLD JPG all/L (16)_Page_10_Image_0001.jpg,9,text-emphasis,caps,1134,902,1.004728132,1.005025126,1139,907
LLD JPG all/L (16)_Page_10_Image_0001.jpg,7,text-emphasis,caps,629,841,1.004728132,1.005025126,632,845
LLD JPG all/L (16)_Page_10_Image_0001.jpg,6,text-emphasis,italic,896,683,1.004728132,1.005025126,900,686
LLD JPG all/L (16)_Page_10_Image_0001.jpg,5,text-emphasis,italic,536,451,1.004728132,1.005025126,539,453
LLD JPG all/L (16)_Page_10_Image_0001.jpg,4,text-emphasis,caps,1011,238,1.004728132,1.005025126,1016,239
LLD JPG all/L (16)_Page_10_Image_0001.jpg,3,text-emphasis,caps,455,213,1.004728132,1.005025126,457,214
LLD JPG all/L (16)_Page_11_Image_0001.jpg,19,graphic,footer,830,2054,1.004728132,1.005025126,834,2064
LLD JPG all/L (16)_Page_11_Image_0001.jpg,20,text-emphasis,align/justify,1051,1967,1.004728132,1.005025126,1056,1977
LLD JPG all/L (16)_Page_11_Image_0001.jpg,18,text-emphasis,caps,868,1808,1.004728132,1.005025126,872,1817
LLD JPG all/L (16)_Page_11_Image_0001.jpg,17,text-emphasis,caps,791,1513,1.004728132,1.005025126,795,1521
LLD JPG all/L (16)_Page_11_Image_0001.jpg,16,text-emphasis,caps,398,1492,1.004728132,1.005025126,400,1499
LLD JPG all/L (16)_Page_11_Image_0001.jpg,15,text-emphasis,caps,978,1404,1.004728132,1.005025126,983,1411
LLD JPG all/L (16)_Page_11_Image_0001.jpg,14,text-emphasis,caps,764,1317,1.004728132,1.005025126,768,1324
LLD JPG all/L (16)_Page_11_Image_0001.jpg,13,text-emphasis,italic,588,1249,1.004728132,1.005025126,591,1255
LLD JPG all/L (16)_Page_11_Image_0001.jpg,12,text-emphasis,italic,802,1199,1.004728132,1.005025126,806,1205
LLD JPG all/L (16)_Page_11_Image_0001.jpg,11,text-emphasis,caps,477,1166,1.004728132,1.005025126,479,1172
LLD JPG all/L (16)_Page_11_Image_0001.jpg,10,text-emphasis,caps,535,1087,1.004728132,1.005025126,538,1092
LLD JPG all/L (16)_Page_11_Image_0001.jpg,9,text-emphasis,italic,693,845,1.004728132,1.005025126,696,849
LLD JPG all/L (16)_Page_11_Image_0001.jpg,8,text-emphasis,italic,947,757,1.004728132,1.005025126,951,761
LLD JPG all/L (16)_Page_11_Image_0001.jpg,3,graphic,list,315,749,1.004728132,1.005025126,316,753
LLD JPG all/L (16)_Page_11_Image_0001.jpg,7,text-emphasis,caps,540,605,1.004728132,1.005025126,543,608
LLD JPG all/L (16)_Page_11_Image_0001.jpg,6,text-emphasis,caps,399,539,1.004728132,1.005025126,401,542
LLD JPG all/L (16)_Page_11_Image_0001.jpg,5,text-emphasis,caps,554,443,1.004728132,1.005025126,557,445
LLD JPG all/L (16)_Page_11_Image_0001.jpg,4,text-emphasis,caps,983,388,1.004728132,1.005025126,988,390
LLD JPG all/L (16)_Page_11_Image_0001.jpg,1,text-emphasis,italic,643,302,1.004728132,1.005025126,646,304
LLD JPG all/L (16)_Page_11_Image_0001.jpg,2,text-emphasis,bold,320,212,1.004728132,1.005025126,322,213
LLD JPG all/L (16)_Page_12_Image_0001.jpg,3,graphic,footer,838,2032,1.004728132,1.005025126,842,2042
LLD JPG all/L (16)_Page_12_Image_0001.jpg,2,text-emphasis,underline,428,806,1.004728132,1.005025126,430,810
LLD JPG all/L (16)_Page_12_Image_0001.jpg,1,text-emphasis,spacing,398,646,1.004728132,1.005025126,400,649
LLD JPG all/L (16)_Page_12_Image_0001.jpg,5,text-emphasis,caps,396,496,1.004728132,1.005025126,398,498
LLD JPG all/L (16)_Page_12_Image_0001.jpg,6,graphic,delimiter,1123,395,1.004728132,1.005025126,1128,397
LLD JPG all/L (16)_Page_12_Image_0001.jpg,7,graphic,handwriting,1070,324,1.004728132,1.005025126,1075,326
LLD JPG all/L (16)_Page_12_Image_0001.jpg,8,text-emphasis,align/justify,1153,305,1.004728132,1.005025126,1158,307
LLD JPG all/L (16)_Page_12_Image_0001.jpg,9,text-emphasis,spacing,1127,231,1.004728132,1.005025126,1132,232
LLD JPG all/L (16)_Page_12_Image_0001.jpg,4,text-emphasis,caps,1057,205,1.004728132,1.005025126,1062,206
LLD JPG all/L (17)_Page_1_Image_0001.jpg,4,graphic,footer,1748,3234,0.642965204,0.64289889,1124,2079
LLD JPG all/L (17)_Page_1_Image_0001.jpg,9,text-emphasis,footnote,1216,3113,0.642965204,0.64289889,782,2001
LLD JPG all/L (17)_Page_1_Image_0001.jpg,10,graphic,delimiter,566,3046,0.642965204,0.64289889,364,1958
LLD JPG all/L (17)_Page_1_Image_0001.jpg,5,text-emphasis,bold,1265,2721,0.642965204,0.64289889,813,1749
LLD JPG all/L (17)_Page_1_Image_0001.jpg,6,text-emphasis,align/justify,1380,2709,0.642965204,0.64289889,887,1742
LLD JPG all/L (17)_Page_1_Image_0001.jpg,3,text-emphasis,b/c/centered,1265,2563,0.642965204,0.64289889,813,1648
LLD JPG all/L (17)_Page_1_Image_0001.jpg,8,text-emphasis,italic,1274,2292,0.642965204,0.64289889,819,1474
LLD JPG all/L (17)_Page_1_Image_0001.jpg,7,text-emphasis,italic,1331,2112,0.642965204,0.64289889,856,1358
LLD JPG all/L (17)_Page_1_Image_0001.jpg,2,text-emphasis,b/u/c/centered,1296,1721,0.642965204,0.64289889,833,1106
LLD JPG all/L (17)_Page_1_Image_0001.jpg,1,graphic,caption,1251,926,0.642965204,0.64289889,804,595
LLD JPG all/L (17)_Page_2_Image_0001.jpg,5,graphic,footer,1705,3267,0.642965204,0.64289889,1096,2100
LLD JPG all/L (17)_Page_2_Image_0001.jpg,17,text-emphasis,italic,2067,3105,0.642965204,0.64289889,1329,1996
LLD JPG all/L (17)_Page_2_Image_0001.jpg,16,text-emphasis,italic,1384,2989,0.642965204,0.64289889,890,1922
LLD JPG all/L (17)_Page_2_Image_0001.jpg,15,text-emphasis,italic,830,2743,0.642965204,0.64289889,534,1763
LLD JPG all/L (17)_Page_2_Image_0001.jpg,14,text-emphasis,italic,1255,2465,0.642965204,0.64289889,807,1585
LLD JPG all/L (17)_Page_2_Image_0001.jpg,13,text-emphasis,italic,1327,2183,0.642965204,0.64289889,853,1403
LLD JPG all/L (17)_Page_2_Image_0001.jpg,12,text-emphasis,italic,1695,1944,0.642965204,0.64289889,1090,1250
LLD JPG all/L (17)_Page_2_Image_0001.jpg,11,text-emphasis,italic,918,1823,0.642965204,0.64289889,590,1172
LLD JPG all/L (17)_Page_2_Image_0001.jpg,10,text-emphasis,italic,1537,1725,0.642965204,0.64289889,988,1109
LLD JPG all/L (17)_Page_2_Image_0001.jpg,9,text-emphasis,italic,1868,1582,0.642965204,0.64289889,1201,1017
LLD JPG all/L (17)_Page_2_Image_0001.jpg,8,text-emphasis,italic,2116,1359,0.642965204,0.64289889,1361,874
LLD JPG all/L (17)_Page_2_Image_0001.jpg,7,text-emphasis,italic,1756,1265,0.642965204,0.64289889,1129,813
LLD JPG all/L (17)_Page_2_Image_0001.jpg,6,text-emphasis,italic,1036,1147,0.642965204,0.64289889,666,737
LLD JPG all/L (17)_Page_2_Image_0001.jpg,4,text-emphasis,align/justify,1363,873,0.642965204,0.64289889,876,561
LLD JPG all/L (17)_Page_2_Image_0001.jpg,3,text-emphasis,bold,1269,871,0.642965204,0.64289889,816,560
LLD JPG all/L (17)_Page_2_Image_0001.jpg,2,text-emphasis,italic,736,503,0.642965204,0.64289889,473,323
LLD JPG all/L (17)_Page_2_Image_0001.jpg,1,text-emphasis,italic,881,343,0.642965204,0.64289889,566,221
LLD JPG all/L (17)_Page_3_Image_0001.jpg,1,graphic,footer,1717,3263,0.642965204,0.64289889,1104,2098
LLD JPG all/L (17)_Page_3_Image_0001.jpg,11,text-emphasis,italic,505,2694,0.642965204,0.64289889,325,1732
LLD JPG all/L (17)_Page_3_Image_0001.jpg,10,text-emphasis,spacing,1280,2478,0.642965204,0.64289889,823,1593
LLD JPG all/L (17)_Page_3_Image_0001.jpg,9,text-emphasis,align/justify,1296,2406,0.642965204,0.64289889,833,1547
LLD JPG all/L (17)_Page_3_Image_0001.jpg,8,text-emphasis,italic,1274,1725,0.642965204,0.64289889,819,1109
LLD JPG all/L (17)_Page_3_Image_0001.jpg,7,text-emphasis,italic,362,1206,0.642965204,0.64289889,233,775
LLD JPG all/L (17)_Page_3_Image_0001.jpg,6,text-emphasis,italic,1877,1085,0.642965204,0.64289889,1207,698
LLD JPG all/L (17)_Page_3_Image_0001.jpg,5,text-emphasis,italic,936,957,0.642965204,0.64289889,602,615
LLD JPG all/L (17)_Page_3_Image_0001.jpg,4,text-emphasis,italic,360,938,0.642965204,0.64289889,231,603
LLD JPG all/L (17)_Page_3_Image_0001.jpg,3,text-emphasis,italic,1703,850,0.642965204,0.64289889,1095,546
LLD JPG all/L (17)_Page_3_Image_0001.jpg,2,text-emphasis,italic,748,362,0.642965204,0.64289889,481,233
LLD JPG all/L (17)_Page_4_Image_0001.jpg,7,graphic,footer,1719,3250,0.642965204,0.64289889,1105,2089
LLD JPG all/L (17)_Page_4_Image_0001.jpg,1,text-emphasis,spacing,656,1591,0.642965204,0.64289889,422,1023
LLD JPG all/L (17)_Page_4_Image_0001.jpg,2,text-emphasis,caps,656,1491,0.642965204,0.64289889,422,959
LLD JPG all/L (17)_Page_4_Image_0001.jpg,4,graphic,delimiter,1825,1226,0.642965204,0.64289889,1173,788
LLD JPG all/L (17)_Page_4_Image_0001.jpg,3,graphic,handwriting,1813,1173,0.642965204,0.64289889,1166,754
LLD JPG all/L (17)_Page_4_Image_0001.jpg,6,text-emphasis,align/justify,1805,1085,0.642965204,0.64289889,1161,698
LLD JPG all/L (17)_Page_4_Image_0001.jpg,5,text-emphasis,spacing,1591,972,0.642965204,0.64289889,1023,625
LLD JPG all/L (17)_Page_4_Image_0001.jpg,9,text-emphasis,italic,1819,660,0.642965204,0.64289889,1170,424
LLD JPG all/L (17)_Page_4_Image_0001.jpg,8,text-emphasis,b/c/centered,1280,543,0.642965204,0.64289889,823,349
LLD JPG all/L (18)_Page_01_Image_0001.jpg,9,graphic,footer,846,2050,1.004728132,1.005025126,850,2060
LLD JPG all/L (18)_Page_01_Image_0001.jpg,8,text-emphasis,italic,1421,1981,1.004728132,1.005025126,1428,1991
LLD JPG all/L (18)_Page_01_Image_0001.jpg,7,text-emphasis,footnote,806,1972,1.004728132,1.005025126,810,1982
LLD JPG all/L (18)_Page_01_Image_0001.jpg,6,text-emphasis,italic,838,1450,1.004728132,1.005025126,842,1457
LLD JPG all/L (18)_Page_01_Image_0001.jpg,5,text-emphasis,italic,833,1293,1.004728132,1.005025126,837,1299
LLD JPG all/L (18)_Page_01_Image_0001.jpg,4,text-emphasis,b/u/c/centered,821,1178,1.004728132,1.005025126,825,1184
LLD JPG all/L (18)_Page_01_Image_0001.jpg,3,text-emphasis,spacing,824,1080,1.004728132,1.005025126,828,1085
LLD JPG all/L (18)_Page_01_Image_0001.jpg,2,text-emphasis,b/u/c/centered,825,1075,1.004728132,1.005025126,829,1080
LLD JPG all/L (18)_Page_01_Image_0001.jpg,1,graphic,caption,760,607,1.004728132,1.005025126,764,610
LLD JPG all/L (18)_Page_02_Image_0001.jpg,15,graphic,footer,825,2075,1.004728132,1.005025126,829,2085
LLD JPG all/L (18)_Page_02_Image_0001.jpg,14,text-emphasis,italic,1341,1626,1.004728132,1.005025126,1347,1634
LLD JPG all/L (18)_Page_02_Image_0001.jpg,13,text-emphasis,italic,838,1319,1.004728132,1.005025126,842,1326
LLD JPG all/L (18)_Page_02_Image_0001.jpg,12,text-emphasis,italic,1087,1238,1.004728132,1.005025126,1092,1244
LLD JPG all/L (18)_Page_02_Image_0001.jpg,11,text-emphasis,italic,625,1172,1.004728132,1.005025126,628,1178
LLD JPG all/L (18)_Page_02_Image_0001.jpg,10,text-emphasis,italic,814,1130,1.004728132,1.005025126,818,1136
LLD JPG all/L (18)_Page_02_Image_0001.jpg,9,text-emphasis,italic,1117,944,1.004728132,1.005025126,1122,949
LLD JPG all/L (18)_Page_02_Image_0001.jpg,8,text-emphasis,italic,747,941,1.004728132,1.005025126,751,946
LLD JPG all/L (18)_Page_02_Image_0001.jpg,7,text-emphasis,italic,1108,702,1.004728132,1.005025126,1113,706
LLD JPG all/L (18)_Page_02_Image_0001.jpg,6,text-emphasis,italic,612,621,1.004728132,1.005025126,615,624
LLD JPG all/L (18)_Page_02_Image_0001.jpg,5,text-emphasis,italic,767,473,1.004728132,1.005025126,771,475
LLD JPG all/L (18)_Page_02_Image_0001.jpg,3,graphic,delimiter,873,342,1.004728132,1.005025126,877,344
LLD JPG all/L (18)_Page_02_Image_0001.jpg,2,text-emphasis,bold,825,302,1.004728132,1.005025126,829,304
LLD JPG all/L (18)_Page_02_Image_0001.jpg,4,text-emphasis,align/justify,890,299,1.004728132,1.005025126,894,301
LLD JPG all/L (18)_Page_02_Image_0001.jpg,1,text-emphasis,b/u/c/centered,808,212,1.004728132,1.005025126,812,213
LLD JPG all/L (18)_Page_03_Image_0001.jpg,1,graphic,footer,816,2073,1.004728132,1.005025126,820,2083
LLD JPG all/L (18)_Page_03_Image_0001.jpg,11,text-emphasis,caps,822,1539,1.004728132,1.005025126,826,1547
LLD JPG all/L (18)_Page_03_Image_0001.jpg,9,text-emphasis,italic,488,1508,1.004728132,1.005025126,490,1516
LLD JPG all/L (18)_Page_03_Image_0001.jpg,10,text-emphasis,italic,1270,1505,1.004728132,1.005025126,1276,1513
LLD JPG all/L (18)_Page_03_Image_0001.jpg,8,text-emphasis,italic,489,900,1.004728132,1.005025126,491,905
LLD JPG all/L (18)_Page_03_Image_0001.jpg,7,text-emphasis,italic,831,716,1.004728132,1.005025126,835,720
LLD JPG all/L (18)_Page_03_Image_0001.jpg,6,text-emphasis,italic,479,665,1.004728132,1.005025126,481,668
LLD JPG all/L (18)_Page_03_Image_0001.jpg,5,text-emphasis,italic,462,520,1.004728132,1.005025126,464,523
LLD JPG all/L (18)_Page_03_Image_0001.jpg,4,text-emphasis,italic,442,441,1.004728132,1.005025126,444,443
LLD JPG all/L (18)_Page_03_Image_0001.jpg,3,text-emphasis,italic,739,366,1.004728132,1.005025126,742,368
LLD JPG all/L (18)_Page_03_Image_0001.jpg,2,text-emphasis,italic,597,213,1.004728132,1.005025126,600,214
LLD JPG all/L (18)_Page_04_Image_0001.jpg,12,graphic,footer,816,2056,1.004728132,1.005025126,820,2066
LLD JPG all/L (18)_Page_04_Image_0001.jpg,11,text-emphasis,italic,770,1807,1.004728132,1.005025126,774,1816
LLD JPG all/L (18)_Page_04_Image_0001.jpg,10,text-emphasis,italic,973,1593,1.004728132,1.005025126,978,1601
LLD JPG all/L (18)_Page_04_Image_0001.jpg,9,text-emphasis,italic,384,1585,1.004728132,1.005025126,386,1593
LLD JPG all/L (18)_Page_04_Image_0001.jpg,8,text-emphasis,italic,981,1512,1.004728132,1.005025126,986,1520
LLD JPG all/L (18)_Page_04_Image_0001.jpg,6,text-emphasis,italic,687,1295,1.004728132,1.005025126,690,1302
LLD JPG all/L (18)_Page_04_Image_0001.jpg,7,text-emphasis,italic,816,1050,1.004728132,1.005025126,820,1055
LLD JPG all/L (18)_Page_04_Image_0001.jpg,5,text-emphasis,italic,569,907,1.004728132,1.005025126,572,912
LLD JPG all/L (18)_Page_04_Image_0001.jpg,4,text-emphasis,italic,375,893,1.004728132,1.005025126,377,897
LLD JPG all/L (18)_Page_04_Image_0001.jpg,3,text-emphasis,italic,934,667,1.004728132,1.005025126,938,670
LLD JPG all/L (18)_Page_04_Image_0001.jpg,2,text-emphasis,italic,1379,528,1.004728132,1.005025126,1386,531
LLD JPG all/L (18)_Page_04_Image_0001.jpg,1,text-emphasis,italic,1032,445,1.004728132,1.005025126,1037,447
LLD JPG all/L (18)_Page_05_Image_0001.jpg,9,graphic,footer,838,2090,1.004728132,1.005025126,842,2101
LLD JPG all/L (18)_Page_05_Image_0001.jpg,10,text-emphasis,italic,770,1893,1.004728132,1.005025126,774,1903
LLD JPG all/L (18)_Page_05_Image_0001.jpg,8,text-emphasis,italic,779,1673,1.004728132,1.005025126,783,1681
LLD JPG all/L (18)_Page_05_Image_0001.jpg,7,text-emphasis,italic,511,1663,1.004728132,1.005025126,513,1671
LLD JPG all/L (18)_Page_05_Image_0001.jpg,6,text-emphasis,italic,997,1284,1.004728132,1.005025126,1002,1290
LLD JPG all/L (18)_Page_05_Image_0001.jpg,5,text-emphasis,italic,1365,1136,1.004728132,1.005025126,1371,1142
LLD JPG all/L (18)_Page_05_Image_0001.jpg,4,text-emphasis,italic,973,980,1.004728132,1.005025126,978,985
LLD JPG all/L (18)_Page_05_Image_0001.jpg,3,text-emphasis,italic,699,835,1.004728132,1.005025126,702,839
LLD JPG all/L (18)_Page_05_Image_0001.jpg,2,text-emphasis,italic,1012,597,1.004728132,1.005025126,1017,600
LLD JPG all/L (18)_Page_05_Image_0001.jpg,1,text-emphasis,italic,1067,437,1.004728132,1.005025126,1072,439
LLD JPG all/L (18)_Page_06_Image_0001.jpg,9,graphic,footer,812,2066,1.004728132,1.005025126,816,2076
LLD JPG all/L (18)_Page_06_Image_0001.jpg,8,text-emphasis,italic,1178,1756,1.004728132,1.005025126,1184,1765
LLD JPG all/L (18)_Page_06_Image_0001.jpg,7,text-emphasis,italic,556,1602,1.004728132,1.005025126,559,1610
LLD JPG all/L (18)_Page_06_Image_0001.jpg,4,graphic,list,275,1518,1.004728132,1.005025126,276,1526
LLD JPG all/L (18)_Page_06_Image_0001.jpg,6,text-emphasis,italic,939,1368,1.004728132,1.005025126,943,1375
LLD JPG all/L (18)_Page_06_Image_0001.jpg,5,text-emphasis,italic,980,1043,1.004728132,1.005025126,985,1048
LLD JPG all/L (18)_Page_06_Image_0001.jpg,3,graphic,delimiter,897,925,1.004728132,1.005025126,901,930
LLD JPG all/L (18)_Page_06_Image_0001.jpg,2,text-emphasis,bold,811,864,1.004728132,1.005025126,815,868
LLD JPG all/L (18)_Page_06_Image_0001.jpg,1,text-emphasis,italic,735,293,1.004728132,1.005025126,738,294
LLD JPG all/L (18)_Page_07_Image_0001.jpg,2,graphic,footer,816,2059,1.004728132,1.005025126,820,2069
LLD JPG all/L (18)_Page_07_Image_0001.jpg,12,text-emphasis,italic,473,1276,1.004728132,1.005025126,475,1282
LLD JPG all/L (18)_Page_07_Image_0001.jpg,11,text-emphasis,italic,549,1121,1.004728132,1.005025126,552,1127
LLD JPG all/L (18)_Page_07_Image_0001.jpg,1,graphic,list,281,1035,1.004728132,1.005025126,282,1040
LLD JPG all/L (18)_Page_07_Image_0001.jpg,10,text-emphasis,italic,1382,909,1.004728132,1.005025126,1389,914
LLD JPG all/L (18)_Page_07_Image_0001.jpg,9,text-emphasis,italic,1147,830,1.004728132,1.005025126,1152,834
LLD JPG all/L (18)_Page_07_Image_0001.jpg,7,text-emphasis,italic,591,449,1.004728132,1.005025126,594,451
LLD JPG all/L (18)_Page_07_Image_0001.jpg,8,text-emphasis,italic,1035,443,1.004728132,1.005025126,1040,445
LLD JPG all/L (18)_Page_07_Image_0001.jpg,5,text-emphasis,italic,426,376,1.004728132,1.005025126,428,378
LLD JPG all/L (18)_Page_07_Image_0001.jpg,6,text-emphasis,italic,1240,366,1.004728132,1.005025126,1246,368
LLD JPG all/L (18)_Page_07_Image_0001.jpg,4,text-emphasis,italic,664,289,1.004728132,1.005025126,667,290
LLD JPG all/L (18)_Page_07_Image_0001.jpg,3,text-emphasis,italic,748,211,1.004728132,1.005025126,752,212
LLD JPG all/L (18)_Page_08_Image_0001.jpg,9,graphic,footer,810,2077,1.004728132,1.005025126,814,2087
LLD JPG all/L (18)_Page_08_Image_0001.jpg,8,text-emphasis,italic,769,1269,1.004728132,1.005025126,773,1275
LLD JPG all/L (18)_Page_08_Image_0001.jpg,7,text-emphasis,italic,963,669,1.004728132,1.005025126,968,672
LLD JPG all/L (18)_Page_08_Image_0001.jpg,5,text-emphasis,italic,462,457,1.004728132,1.005025126,464,459
LLD JPG all/L (18)_Page_08_Image_0001.jpg,6,text-emphasis,italic,918,444,1.004728132,1.005025126,922,446
LLD JPG all/L (18)_Page_08_Image_0001.jpg,4,text-emphasis,italic,1103,383,1.004728132,1.005025126,1108,385
LLD JPG all/L (18)_Page_08_Image_0001.jpg,3,text-emphasis,italic,801,327,1.004728132,1.005025126,805,329
LLD JPG all/L (18)_Page_08_Image_0001.jpg,2,text-emphasis,italic,433,288,1.004728132,1.005025126,435,289
LLD JPG all/L (18)_Page_08_Image_0001.jpg,1,text-emphasis,italic,604,216,1.004728132,1.005025126,607,217
LLD JPG all/L (18)_Page_09_Image_0001.jpg,3,graphic,footer,829,2071,1.004728132,1.005025126,833,2081
LLD JPG all/L (18)_Page_09_Image_0001.jpg,14,text-emphasis,italic,1286,1926,1.004728132,1.005025126,1292,1936
LLD JPG all/L (18)_Page_09_Image_0001.jpg,13,text-emphasis,italic,1138,1632,1.004728132,1.005025126,1143,1640
LLD JPG all/L (18)_Page_09_Image_0001.jpg,12,text-emphasis,italic,899,1628,1.004728132,1.005025126,903,1636
LLD JPG all/L (18)_Page_09_Image_0001.jpg,11,text-emphasis,italic,269,1325,1.004728132,1.005025126,270,1332
LLD JPG all/L (18)_Page_09_Image_0001.jpg,10,text-emphasis,italic,564,1166,1.004728132,1.005025126,567,1172
LLD JPG all/L (18)_Page_09_Image_0001.jpg,9,text-emphasis,italic,357,1092,1.004728132,1.005025126,359,1097
LLD JPG all/L (18)_Page_09_Image_0001.jpg,7,text-emphasis,underline,827,893,1.004728132,1.005025126,831,897
LLD JPG all/L (18)_Page_09_Image_0001.jpg,2,text-emphasis,align/justify,830,857,1.004728132,1.005025126,834,861
LLD JPG all/L (18)_Page_09_Image_0001.jpg,8,text-emphasis,italic,355,561,1.004728132,1.005025126,357,564
LLD JPG all/L (18)_Page_09_Image_0001.jpg,6,text-emphasis,underline,793,450,1.004728132,1.005025126,797,452
LLD JPG all/L (18)_Page_09_Image_0001.jpg,1,text-emphasis,align/justify,801,345,1.004728132,1.005025126,805,347
LLD JPG all/L (18)_Page_09_Image_0001.jpg,5,text-emphasis,underline,801,311,1.004728132,1.005025126,805,313
LLD JPG all/L (18)_Page_09_Image_0001.jpg,4,text-emphasis,italic,1112,200,1.004728132,1.005025126,1117,201
LLD JPG all/L (18)_Page_10_Image_0001.jpg,3,graphic,footer,814,2081,1.004728132,1.005025126,818,2091
LLD JPG all/L (18)_Page_10_Image_0001.jpg,1,text-emphasis,spacing,812,1460,1.004728132,1.005025126,816,1467
